Height,Weight
1.7369857720071888,78.11354015870585
1.6305560055892598,67.0901597637823
1.7782425326823879,73.7444134203889
1.7518885897937932,65.21212175320788
1.6162929097676582,68.46547084176609
1.6716606436514199,69.81019414008112
1.5573800668890598,64.55966959619984
1.693982435322464,59.6577346985129
1.7474833761572723,72.61620042346085
1.7246212869025142,68.36916161019265
1.7446716926895827,70.25118439636218
1.6331391302381533,67.66334712370302
1.665673916176909,59.34680143843002
1.6974034013497072,70.93774794496166
1.7266541796727666,72.33281566694426
1.7240327536074562,64.80339036537572
1.8145569424410215,75.17805391720152
1.6795428868550155,66.00078146212157
1.7405564163081195,73.58388908244478
1.8662529210256895,79.36240155119835
1.8761199450556354,80.61982205280212
1.7004749105495858,65.58065168405406
1.851564586783349,79.6877159569396
1.6339747249700551,60.537515442032266
1.8228186487245701,76.42827398814563
1.7615938538216798,60.41671528548461
1.8256190510222834,68.44630428571809
1.7026036092266805,64.93188720309917
1.6555546162966146,64.48305070678224
1.6915342387770107,65.03469499154315
1.8354570074302463,82.25556742590327
1.7031392518816213,65.85911904540947
1.7329989322513342,65.40214027722558
1.6781703553649845,65.11280746393608
1.7213619583869484,73.29643005899392
1.768602407894943,69.41304925295502
1.6381207746878008,61.301471217032
1.7207130530238646,69.45297040632119
1.7455332779111574,79.02464320945505
1.6163891981712564,68.43692716969359
1.774882950207958,77.33212375707787
1.673621320704392,66.35037727113574
1.7523898785286391,71.04970099736352
1.6277451358863602,61.82116788200068
1.6819924237719217,74.60358271237538
1.67904895394605,64.62012708605633
1.633742827358498,61.43344017155257
1.6677438621141076,64.05275376928321
1.6234843568236317,76.9078897570037
1.6665786018385123,62.46204342057709
1.7197183437896428,66.40607293249975
1.6351250317202182,61.242510840741005
1.6198210373655673,54.08002521925161
1.7118342113475615,63.941541756853155
1.633947228503248,67.38873422019564
1.6890759001476672,66.07353847994489
1.797743578185098,72.45115207874439
1.5577001467567237,56.62925276388521
1.7616236999310422,76.76007584464092
1.6264834858702713,57.879328648739026
1.7094171400795393,64.7147030791877
1.7700439938973809,75.47466318466131
1.7182277958362204,66.63126911706402
1.6989305242334247,56.16461523448886
1.715810308905839,70.98801624239485
1.6800414352397033,69.55539507899012
1.7530935073439853,68.87397561684965
1.552040140109411,49.947252736861984
1.7319699973753564,67.7248696206231
1.7962577833605833,82.20253211141892
1.6892035075365073,65.19033492526768
1.5641053323487302,66.14089891614937
1.6625827125478663,65.35289308830994
1.5888906464511172,62.132200039587396
1.6936617933529976,74.4030011316526
1.667311714268353,67.72400361248052
1.7245680843943305,66.2482898021013
1.6843302655991428,67.83591354385129
1.5792164285882222,47.519284494226746
1.5549586192982183,59.061335983866236
1.6666818195734834,69.89984767070177
1.7019203746160578,60.500626200413365
1.80210308081255,81.34889485215179
1.6558853040155155,62.55239198723007
1.7199552595579228,75.84201265092067
1.611730109131234,63.95659587262986
1.646299241986952,56.46416752618328
1.6931010877059771,62.53776701492434
1.6424762004497884,58.30236134090051
1.7674030075798421,63.05802700280602
1.6439790139723045,60.48787468269043
1.600281499820145,55.41272296802867
1.6704313757792641,54.58495813128128
1.7071155897490087,73.45353560047613
1.7153164419891158,71.5134227974782
1.6744064031924504,55.83342076432931
1.6969124600581895,74.2869857953832
1.7003580139367043,66.22407777032322
1.7119871131747062,70.87092271995873
1.678890039357632,72.85518728940914
1.6366048485252325,63.44500929690681
1.6131472615208566,63.87993247601512
1.697757873733081,63.8755528142864
1.7291331674016457,75.63083548538073
1.6869484192734112,75.8554780977484
1.6950015606253066,67.24579649875861
1.8308083511312745,74.64634021854627
1.6199090845631157,57.52045484138727
1.7172403574639177,62.37288392588339
1.721841917337642,75.89991749794149
1.671108691447821,65.94170486896856
1.7141851982724818,71.67097574389122
1.7035813998281863,72.12006061928372
1.7781726769179897,74.48686409775875
1.7957380790756203,79.63348226015013
1.6041255004947816,64.50545149709058
1.6667385068639893,57.47510507390458
1.7592632778871544,71.07261997865099
1.636493181906641,65.24964945470607
1.6663874379869532,55.01774686024846
1.80696827227391,68.27669856955349
1.743780533123148,81.76549692206065
1.7523325413544624,68.50956544177859
1.6256600053695203,56.785566673462085
1.6600125423680834,69.91870833060432
1.6887302478281894,56.419234074689726
1.745254073259535,71.63897453591227
1.6414570167291351,70.9994276354348
1.6666571146587046,55.70178780989583
1.668573120185012,71.25102499699312
1.7772393000268758,70.61496787834176
1.711058641016516,76.25267836222503
1.7303860494161643,74.75307416218745
1.62515391105523,66.20633196722771
1.673252390135126,65.21281321131319
1.7541535954608465,72.16058034726838
1.7226174292275926,70.81473348874269
1.569534524328752,61.0651137946956
1.7396070520547295,73.88900022125216
1.7077950631100014,61.47754000405925
1.7057055956351528,72.73148528521784
1.7365849859132496,67.40050325738171
1.7410962716883924,77.74650257228325
